CommodityID,Month-year,Wholesale Price Index,Inflation (CPI) %
CD19,2014-05-01,117.5,1.72
CD101,2012-10-01,118.0,1.55
CD67,2013-02-01,109.6,0.74
CD40,2019-05-01,131.5,1.59
CD89,2019-06-01,121.6,0.34
CD74,2015-11-01,109.0,0.65
CD121,2020-05-01,99.5,0.79
CD81,2019-10-01,98.7,1.9
CD3,2015-01-01,151.2,0.16
CD126,2019-02-01,157.0,1.54
CD20,2019-09-01,127.4,0.53
CD26,2014-11-01,111.0,1.83
CD131,2015-04-01,154.2,1.14
CD85,2017-13-01,116.6,1.59
CD19,2014-11-01,118.9,1.04
CD74,2018-01-01,133.7,1.17
CD126,2017-07-01,160.1,0.71
CD97,2019-01-01,156.1,1.91
CD22,2017-09-01,130.7,1.51
CD23,2019-06-01,142.8,1.07
CD58,2014-02-01,131.0,0.74
CD79,2020-10-01,115.6,1.86
CD84,2016-04-01,159.7,1.51
CD51,2014-13-01,131.6,1.17
CD110,2019-11-01,113.4,0.62
CD100,2012-11-01,97.6,1.56
CD57,2017-07-01,139.3,1.97
CD53,2018-10-01,97.5,1.54
CD54,2018-11-01,106.1,1.81
CD106,2016-11-01,155.2,1.85
CD102,2017-01-01,140.8,0.11
CD12,2017-01-01,91.7,0.75
CD4,2017-05-01,107.6,0.94
CD69,2016-06-01,123.5,1.36
CD133,2019-01-01,106.4,1.06
CD68,2017-05-01,150.3,0.23
CD4,2018-02-01,156.2,1.22
CD35,2018-11-01,145.7,0.65
CD82,2017-01-01,132.8,0.42
CD81,2017-12-01,134.6,1.13
CD48,2016-13-01,110.3,1.31
CD127,2012-09-01,123.8,1.99
CD42,2017-05-01,108.2,0.51
CD80,2014-06-01,115.0,0.11
CD20,2015-12-01,151.0,1.9
CD126,2012-10-01,123.6,1.29
CD120,2018-07-01,158.8,1.08
CD71,2019-11-01,111.3,0.96
CD88,2017-02-01,150.1,1.54
CD18,2012-10-01,148.9,1.76
CD113,2020-12-01,99.7,1.55
CD87,2018-13-01,157.2,0.73
CD26,2016-06-01,155.1,0.52
CD18,2017-09-01,151.9,0.55
CD73,2014-07-01,110.4,0.74
CD64,2020-08-01,111.7,0.08
CD52,2018-08-01,157.8,1.19
CD125,2019-05-01,143.0,0.93
CD99,2015-06-01,109.0,0.95
CD78,2015-07-01,152.2,0.03
CD142,2018-07-01,91.8,0.22
CD77,2015-02-01,147.0,1.4
CD98,2016-13-01,131.6,0.02
CD95,2019-07-01,109.2,0.24
CD13,2016-05-01,136.3,1.56
CD107,2019-09-01,161.5,0.41
CD53,2017-09-01,130.6,0.31
CD105,2016-07-01,90.9,1.22
CD6,2012-13-01,135.4,1.72
CD140,2012-13-01,94.6,1.28
CD62,2017-02-01,148.8,0.88
CD38,2020-11-01,157.8,1.95
CD117,2015-10-01,156.1,1.35
CD53,2020-02-01,130.9,1.31
CD4,2016-06-01,91.7,0.98
CD92,2014-05-01,124.6,0.16
CD141,2015-05-01,93.1,0.33
CD35,2012-13-01,153.3,1.95
CD93,2019-08-01,104.0,1.09
CD9,2012-13-01,124.9,1.76
CD35,2017-08-01,151.0,1.79
CD70,2018-04-01,101.6,1.17
CD52,2019-09-01,101.7,1.32
CD131,2017-12-01,139.1,0.02
CD7,2019-10-01,119.0,0.26
CD42,2018-08-01,147.1,1.17
CD101,2015-08-01,161.1,0.47
CD35,2017-01-01,118.5,1.46
CD28,2017-04-01,121.0,0.28
CD1,2012-12-01,151.1,1.76
CD51,2018-07-01,160.0,1.51
CD17,2018-05-01,106.2,1.98
CD113,2016-07-01,118.6,1.71
CD60,2017-11-01,131.4,0.4
CD121,2019-08-01,123.4,1.07
CD56,2014-11-01,136.7,0.49
CD112,2016-12-01,134.0,0.29
CD38,2017-01-01,115.4,0.33
CD116,2017-06-01,92.0,0.74
CD1,2012-12-01,94.9,0.28
CD77,2020-04-01,124.2,0.76
CD56,2017-04-01,133.6,1.22
CD34,2014-11-01,118.7,1.52
CD31,2017-11-01,125.9,1.92
CD102,2020-10-01,142.1,0.92
CD111,2020-06-01,137.7,0.91
CD64,2017-13-01,105.4,1.59
CD75,2015-11-01,118.0,1.93
CD130,2017-11-01,106.5,1.77
CD114,2017-11-01,145.7,0.91
CD106,2019-11-01,140.0,1.78
CD91,2014-12-01,118.5,1.83
CD127,2015-12-01,151.2,1.48
CD116,2014-02-01,104.9,1.61
CD10,2015-05-01,129.5,1.33
CD141,2014-09-01,124.0,0.58
CD110,2018-04-01,100.4,1.67
CD2,2015-13-01,152.2,1.82
CD8,2016-13-01,111.9,0.83
CD118,2020-09-01,130.4,1.4
CD29,2019-08-01,141.9,1.08
CD21,2017-11-01,91.1,0.34
CD96,2012-06-01,136.4,0.27
CD105,2014-11-01,106.9,1.58
CD24,2018-04-01,131.0,1.37
CD5,2016-08-01,137.4,0.06
CD134,2015-11-01,141.1,0.84
CD91,2014-12-01,90.7,1.49
CD28,2020-12-01,127.1,1.04
CD137,2019-10-01,103.5,1.61
CD87,2018-01-01,151.2,0.69
CD136,2014-07-01,149.8,1.54
CD139,2018-06-01,141.3,1.35
CD89,2014-09-01,121.9,1.87
CD133,2018-08-01,135.7,1.95
CD130,2016-04-01,136.2,1.84
CD99,2015-01-01,124.3,0.09
CD22,2020-06-01,151.0,1.17
CD141,2015-09-01,101.0,0.06
CD83,2018-06-01,136.6,0.81
CD103,2012-07-01,159.8,1.71
CD69,2018-01-01,128.4,0.32
CD24,2018-04-01,125.8,0.15
CD25,2016-13-01,91.7,1.69
CD131,2017-07-01,102.6,1.15
CD16,2020-10-01,137.2,1.1
CD131,2014-06-01,117.2,1.53
CD99,2018-05-01,119.0,1.79
CD27,2014-12-01,161.9,1.01
CD79,2020-12-01,134.2,1.87
CD82,2017-07-01,124.3,0.7
CD11,2012-06-01,149.6,0.49
CD53,2018-04-01,148.2,0.23
CD30,2018-10-01,103.9,0.07
CD61,2020-07-01,101.3,1.29
CD57,2017-13-01,121.3,1.89
CD102,2015-05-01,115.8,0.47
CD26,2018-05-01,147.0,0.63
CD61,2018-08-01,95.1,0.12
CD81,2013-01-01,97.0,1.19
CD23,2020-05-01,104.9,0.57
CD136,2017-09-01,95.0,0.61
CD121,2017-05-01,109.8,1.31
CD31,2020-12-01,159.8,0.4
CD136,2019-08-01,109.1,0.44
CD45,2017-10-01,135.0,1.72
CD2,2018-13-01,112.3,1.22
CD95,2018-02-01,140.0,0.35
CD10,2019-11-01,99.7,1.1
CD103,2014-06-01,133.3,0.64
CD1,2012-11-01,113.6,0.54
CD45,2012-12-01,149.1,0.08
CD57,2015-05-01,96.5,0.71
CD116,2018-05-01,136.8,1.77
CD58,2018-13-01,158.7,0.65
CD142,2016-01-01,133.6,1.69
CD136,2019-13-01,124.4,1.61
CD46,2012-04-01,105.0,1.7
CD63,2020-04-01,109.7,0.05
CD17,2018-10-01,123.9,0.07
CD47,2018-02-01,122.4,0.95
CD7,2014-09-01,121.5,0.94
CD102,2019-05-01,162.0,1.92
CD69,2012-12-01,148.4,0.84
CD74,2020-04-01,102.2,0.78
CD135,2018-10-01,128.5,1.41
CD127,2012-09-01,158.4,0.58
CD100,2018-11-01,92.1,1.83
CD134,2014-02-01,137.5,1.23
CD123,2016-05-01,126.7,1.0
CD89,2014-01-01,108.5,1.57
CD100,2012-10-01,101.1,1.31
CD115,2013-02-01,124.3,1.15
CD3,2018-09-01,94.9,1.87
CD92,2019-07-01,105.2,0.83
CD20,2014-10-01,112.9,1.36
CD85,2015-13-01,103.2,1.89
CD116,2020-04-01,107.4,0.95
CD118,2015-10-01,114.1,0.35
CD91,2018-01-01,145.1,1.21
CD53,2017-07-01,118.0,1.53
CD2,2019-12-01,119.6,0.58
CD73,2016-06-01,113.5,0.94
CD117,2019-13-01,122.3,1.5
CD56,2015-12-01,95.6,1.52
CD88,2015-02-01,106.7,0.88
CD74,2012-06-01,128.9,0.34
CD76,2017-11-01,111.9,1.73
CD28,2018-12-01,144.6,0.69
CD39,2014-05-01,107.7,0.39
CD78,2017-10-01,100.2,0.78
CD90,2012-09-01,121.0,1.32
CD125,2016-05-01,110.4,1.22
CD104,2020-09-01,130.1,0.85
CD34,2020-12-01,97.4,1.67
CD107,2020-12-01,156.9,1.44
CD84,2017-08-01,115.5,0.77
CD64,2015-05-01,120.2,0.46
CD106,2015-10-01,110.6,1.61
CD13,2016-04-01,106.7,1.86
CD97,2014-11-01,160.2,1.56
CD41,2015-05-01,132.2,1.56
CD115,2018-05-01,106.6,0.38
CD74,2017-01-01,136.1,0.33
CD69,2016-04-01,102.2,0.78
CD1,2012-08-01,92.9,0.26
CD18,2019-06-01,127.7,1.83
CD68,2019-05-01,150.4,0.2
CD85,2015-10-01,132.7,0.23
CD15,2015-01-01,127.6,0.33
CD76,2019-07-01,104.5,1.91
CD80,2015-04-01,123.6,1.47
CD75,2019-05-01,117.7,1.72
CD100,2014-04-01,106.7,1.21
CD63,2020-07-01,140.9,1.33
CD67,2018-07-01,142.8,1.88
CD4,2014-12-01,109.4,1.36
CD18,2012-08-01,104.6,1.65
CD22,2017-02-01,94.8,1.29
CD63,2020-11-01,155.2,1.57
CD100,2019-11-01,130.1,1.76
CD62,2018-05-01,91.8,1.53
CD24,2014-04-01,141.9,0.34
CD34,2019-08-01,116.7,0.17
CD42,2014-12-01,151.5,1.0
CD89,2020-07-01,145.7,0.73
CD134,2019-07-01,94.2,0.62
CD73,2015-04-01,107.1,0.88
CD21,2020-12-01,90.3,0.02
CD60,2016-02-01,91.6,1.28
CD21,2016-04-01,93.5,1.89
CD80,2014-01-01,113.0,0.11
CD36,2013-01-01,101.8,0.83
CD21,2016-05-01,126.3,0.65
CD51,2015-05-01,127.0,1.85
CD26,2020-05-01,98.2,0.37
CD104,2015-04-01,122.9,0.99
CD89,2012-10-01,126.0,1.92
CD141,2012-13-01,161.7,0.99
CD117,2018-12-01,121.8,1.62
CD123,2017-05-01,101.1,1.75
CD70,2018-10-01,138.1,1.05
CD72,2019-06-01,139.3,1.99
CD106,2020-07-01,97.9,0.48
CD3,2015-01-01,143.2,1.32
CD12,2020-08-01,124.9,0.38
CD84,2018-08-01,131.8,1.21
CD93,2020-04-01,109.4,1.89
CD74,2016-02-01,96.9,0.13
CD74,2013-01-01,118.9,0.39
CD102,2014-10-01,161.0,0.97
CD11,2014-11-01,157.6,1.62
CD29,2018-04-01,153.9,1.33
CD25,2014-07-01,113.1,0.43
CD3,2015-04-01,142.7,1.9
CD92,2019-09-01,98.9,0.18
CD10,2015-13-01,141.7,1.17
CD12,2012-09-01,142.8,1.83
CD62,2012-04-01,118.4,0.03
CD77,2017-09-01,108.0,0.54
CD23,2012-12-01,147.2,1.35
CD22,2012-04-01,153.1,0.36
CD124,2019-06-01,149.5,1.34
CD90,2018-09-01,92.7,0.96
CD79,2014-09-01,140.5,1.03
CD27,2014-04-01,90.1,0.8
CD128,2016-12-01,161.0,1.88
CD58,2019-07-01,152.2,0.25
CD80,2017-10-01,132.2,0.11
CD88,2016-06-01,137.7,1.78
CD75,2015-12-01,142.8,0.14
CD74,2019-12-01,145.7,0.89
CD120,2017-12-01,152.2,1.57
CD13,2015-07-01,116.4,1.35
CD125,2014-05-01,115.0,0.05
CD40,2019-06-01,133.3,0.91
CD125,2012-04-01,105.8,0.47
CD127,2018-10-01,118.0,1.12
CD122,2015-01-01,114.1,1.03
CD13,2019-04-01,138.2,1.35
CD132,2020-02-01,101.7,1.97
CD7,2014-05-01,159.0,0.16
CD68,2012-05-01,95.0,0.67
CD89,2017-05-01,95.8,0.41
CD3,2016-10-01,119.5,1.9
CD123,2020-06-01,151.6,1.05
CD112,2018-13-01,124.0,0.96
CD65,2016-09-01,109.8,1.63
CD127,2017-08-01,105.9,1.82
CD117,2017-02-01,120.1,0.25
CD18,2019-12-01,133.9,0.98
CD94,2018-08-01,153.5,1.41
CD133,2019-06-01,139.7,1.04
CD131,2018-02-01,105.8,1.79
CD140,2019-05-01,125.4,1.93
CD109,2015-07-01,135.3,1.11
CD42,2014-02-01,111.2,1.34
CD37,2017-12-01,98.3,1.78
CD132,2017-06-01,91.3,0.1
CD21,2020-11-01,109.7,0.2
CD42,2017-11-01,160.1,1.32
CD60,2018-12-01,126.4,0.02
CD85,2012-13-01,134.5,0.24
CD39,2018-11-01,123.5,1.25
CD66,2018-06-01,132.6,1.94
CD129,2018-13-01,146.0,0.65
CD114,2019-13-01,140.8,0.49
CD107,2020-04-01,111.1,1.8
CD116,2015-07-01,103.4,0.85
CD41,2018-04-01,104.3,1.11
CD16,2018-01-01,100.3,1.76
CD137,2016-01-01,156.1,0.31
CD129,2015-11-01,121.5,0.94
CD19,2017-06-01,154.1,0.7
CD128,2019-02-01,153.0,1.0
CD83,2020-07-01,98.3,0.73
CD39,2012-12-01,137.7,1.04
CD136,2014-13-01,130.5,1.43
CD89,2016-13-01,156.6,0.28
CD125,2012-13-01,112.1,1.92
CD140,2014-12-01,152.7,1.91
CD123,2020-11-01,124.2,0.21
CD101,2014-06-01,130.8,0.59
CD124,2018-05-01,111.6,1.97
CD116,2020-07-01,152.2,0.52
CD34,2015-06-01,105.3,1.36
CD116,2016-01-01,95.7,0.61
CD74,2015-10-01,101.5,1.95
CD85,2020-12-01,123.4,1.62
CD61,2012-12-01,97.9,1.59
CD15,2018-05-01,129.2,1.15
CD56,2014-04-01,127.9,1.41
CD131,2012-04-01,117.0,1.46
CD47,2019-06-01,102.6,0.33
CD51,2018-07-01,127.2,0.51
CD18,2019-10-01,137.1,1.16
CD30,2015-06-01,113.5,1.95
CD94,2012-13-01,140.2,1.44
CD11,2019-08-01,151.9,1.18
CD52,2020-01-01,158.3,1.77
CD43,2016-08-01,105.1,1.59
CD25,2020-07-01,111.1,1.53
CD54,2014-01-01,144.0,1.4
CD25,2017-02-01,144.8,0.68
CD29,2017-13-01,142.5,1.92
CD40,2016-08-01,142.2,1.57
CD142,2016-02-01,116.2,0.06
CD57,2017-06-01,98.0,0.88
CD121,2015-06-01,156.9,1.61
CD142,2020-06-01,110.5,1.61
CD139,2012-12-01,118.4,1.68
CD121,2014-02-01,109.6,1.62
CD18,2012-12-01,146.7,1.0
CD89,2012-08-01,101.6,0.32
CD48,2019-13-01,137.5,1.45
CD70,2014-08-01,94.4,0.41
CD5,2019-02-01,121.3,1.59
CD95,2018-01-01,130.4,0.72
CD88,2016-02-01,139.7,1.1
CD20,2012-10-01,153.8,0.67
CD32,2016-04-01,102.2,0.98
CD96,2019-11-01,93.3,1.17
CD128,2016-01-01,126.8,1.5
CD62,2018-02-01,132.4,0.06
CD84,2019-01-01,107.1,0.25
CD107,2014-05-01,139.2,1.02
CD38,2018-12-01,96.0,0.9
CD36,2020-11-01,102.6,0.29
CD76,2014-10-01,160.1,0.1
CD128,2019-12-01,153.1,0.58
CD32,2018-08-01,130.2,0.48
CD97,2016-11-01,93.8,0.88
CD3,2012-11-01,130.9,0.24
CD53,2014-01-01,146.7,0.91
CD58,2018-07-01,115.2,0.5
CD83,2019-13-01,96.4,0.9
CD11,2012-11-01,131.7,1.09
CD91,2014-02-01,136.9,0.06
CD43,2015-10-01,148.1,0.67
CD97,2012-06-01,139.8,0.64
CD109,2017-08-01,119.9,1.21
CD113,2020-04-01,98.5,1.05
CD25,2020-04-01,121.6,1.36
CD120,2014-13-01,155.3,1.35
CD40,2014-01-01,107.8,1.29
CD108,2020-04-01,151.0,1.04
CD42,2015-10-01,105.4,0.99
CD136,2019-01-01,143.8,0.05
CD64,2019-06-01,109.9,1.49
CD43,2012-11-01,122.3,0.52
CD139,2019-04-01,92.1,1.48
CD134,2012-07-01,113.2,0.36
CD74,2019-05-01,112.9,1.59
CD33,2019-12-01,130.4,0.28
CD13,2020-01-01,153.9,1.83
CD106,2018-08-01,158.7,1.22
CD84,2019-01-01,96.2,0.49
CD122,2018-13-01,148.0,1.99
CD114,2014-13-01,141.7,1.15
CD71,2018-09-01,125.5,0.64
CD63,2012-07-01,113.4,0.89
CD13,2016-08-01,158.2,0.25
CD9,2012-06-01,100.4,0.34
CD19,2020-04-01,119.1,1.77
CD85,2014-13-01,153.5,0.72
CD21,2020-02-01,124.5,0.47
CD138,2018-10-01,131.8,0.71
CD126,2015-06-01,105.9,0.03
CD38,2020-12-01,111.4,1.98
CD4,2020-04-01,92.9,0.14
CD93,2019-10-01,143.0,0.23
CD58,2018-06-01,158.4,0.32
CD65,2019-12-01,132.0,0.49
CD90,2014-13-01,135.4,1.34
CD72,2017-01-01,91.2,0.48
CD108,2020-01-01,128.6,0.66
CD33,2015-08-01,156.1,0.05
CD9,2020-12-01,140.8,0.28
CD51,2017-09-01,99.2,0.93
CD113,2020-11-01,144.4,1.9
CD20,2015-13-01,119.1,1.28
CD82,2019-09-01,111.2,1.51
CD116,2016-10-01,140.9,1.53
CD21,2016-13-01,153.3,0.2
CD84,2014-08-01,155.6,1.97
CD31,2014-13-01,155.5,1.9
CD55,2018-05-01,136.1,0.07
CD56,2015-05-01,113.5,1.92
CD55,2014-04-01,136.5,1.15
CD28,2017-07-01,107.0,1.59
CD55,2020-07-01,157.8,1.98
CD116,2014-10-01,114.8,0.31
CD72,2018-11-01,160.2,1.72
CD22,2015-05-01,118.5,1.25
CD35,2014-08-01,102.2,0.59
CD2,2016-11-01,120.2,1.47
CD37,2017-09-01,120.4,1.58
CD105,2018-09-01,132.3,0.74
CD63,2015-08-01,158.5,0.36
CD117,2018-11-01,118.0,0.23
CD96,2016-09-01,93.1,1.89
CD32,2017-01-01,99.1,0.65
CD133,2018-12-01,160.2,1.55
CD50,2014-12-01,120.1,0.45
CD134,2018-12-01,158.2,1.01
CD91,2019-07-01,115.7,0.81
CD74,2015-12-01,94.2,0.84
CD108,2015-04-01,121.5,0.11
CD141,2020-08-01,95.3,0.22
CD24,2017-07-01,128.4,1.54
CD44,2019-02-01,91.2,0.2
CD121,2018-07-01,106.0,0.19
CD92,2018-12-01,93.3,0.29
CD121,2018-04-01,123.3,1.32
CD62,2017-08-01,147.1,0.9
CD88,2018-04-01,158.0,0.89
CD12,2012-12-01,112.8,1.59
CD100,2014-07-01,129.2,0.67
CD104,2018-08-01,121.4,1.81
CD99,2019-12-01,112.4,0.06
CD43,2014-07-01,147.2,0.24
CD106,2019-13-01,97.9,0.61
CD89,2020-11-01,145.5,1.02
CD93,2016-10-01,145.0,0.04
CD98,2015-01-01,144.6,1.72
CD31,2016-08-01,106.5,0.11
CD33,2020-02-01,142.7,1.0
CD18,2018-06-01,105.2,0.69
CD134,2019-06-01,109.6,1.43
CD118,2018-09-01,106.6,1.79
CD35,2017-09-01,148.3,1.31
CD121,2014-13-01,149.8,0.03
CD40,2014-05-01,148.4,0.33
CD76,2016-13-01,154.0,1.2
CD103,2019-06-01,130.8,0.39
CD15,2013-01-01,125.8,1.42
CD119,2012-13-01,150.7,0.06
CD88,2015-07-01,156.1,1.49
CD132,2015-09-01,155.6,0.58
CD123,2020-12-01,90.3,1.49
CD20,2012-05-01,91.7,0.71
CD32,2015-02-01,141.7,1.29
CD92,2019-02-01,151.8,1.48
CD80,2016-06-01,158.8,1.51
CD127,2012-08-01,142.1,0.59
CD61,2020-01-01,118.8,0.23
CD81,2014-11-01,91.2,0.05
CD115,2020-01-01,150.8,0.26
CD10,2016-05-01,131.2,0.36
CD135,2013-02-01,139.1,1.5
CD31,2012-06-01,119.0,1.66
CD48,2018-13-01,138.9,0.64
CD66,2018-13-01,126.7,1.97
CD88,2018-02-01,114.8,1.23
CD46,2016-05-01,112.0,1.02
CD118,2015-08-01,149.3,0.06
CD116,2019-11-01,94.2,0.83
CD104,2014-02-01,128.6,0.16
CD35,2019-04-01,152.9,1.33
CD94,2015-04-01,126.6,0.52
CD12,2017-10-01,143.7,1.12
CD119,2017-10-01,92.2,1.19
CD76,2015-06-01,123.9,0.12
CD45,2020-11-01,145.7,1.9
CD1,2020-12-01,91.9,1.89
CD66,2017-11-01,141.4,1.28
CD40,2016-09-01,146.7,0.97
CD62,2016-13-01,129.0,1.64
CD136,2020-05-01,155.6,0.35
CD41,2016-07-01,97.2,0.13
CD138,2019-12-01,155.7,1.19
CD56,2017-06-01,107.4,0.06
CD39,2014-12-01,140.5,1.4
CD34,2012-07-01,139.4,1.51
CD114,2020-11-01,138.6,0.35
CD123,2017-09-01,145.4,0.83
CD2,2012-12-01,109.6,0.01
CD55,2019-11-01,155.8,1.2
CD88,2015-07-01,131.5,1.91
CD141,2018-04-01,92.2,1.35
CD140,2012-05-01,148.1,0.14
CD123,2016-11-01,102.0,1.06
CD88,2019-07-01,133.7,1.78
CD38,2013-01-01,106.9,1.56
CD32,2016-13-01,153.5,0.03
CD139,2020-08-01,104.8,1.98
CD20,2014-01-01,116.2,0.26
CD140,2016-10-01,160.2,1.12
CD33,2014-05-01,140.3,0.09
CD87,2012-13-01,141.2,1.81
CD76,2017-10-01,147.6,0.78
CD17,2017-09-01,128.2,0.47
CD71,2019-01-01,111.0,0.8
CD99,2015-05-01,129.8,0.08
CD39,2020-09-01,142.8,1.43
CD76,2014-11-01,132.6,0.04
CD130,2020-02-01,113.1,1.16
CD34,2013-01-01,113.9,0.83
CD62,2018-05-01,103.6,0.87
CD33,2019-07-01,128.4,1.36
CD136,2017-01-01,125.2,1.93
CD56,2018-09-01,123.7,1.9
CD34,2016-05-01,137.0,1.22
CD56,2018-08-01,127.6,1.48
CD9,2017-12-01,108.9,1.84
CD108,2017-12-01,149.1,0.48
CD140,2012-07-01,96.4,1.71
CD32,2012-08-01,105.4,0.64
CD46,2015-05-01,98.0,1.66
CD42,2019-07-01,96.4,0.02
CD10,2018-10-01,103.0,0.64
CD136,2019-04-01,113.4,1.0
CD99,2016-08-01,124.1,0.82
CD116,2017-05-01,136.6,1.73
CD128,2014-13-01,97.0,1.38
CD33,2015-01-01,107.8,0.94
CD9,2018-05-01,159.9,1.42
CD44,2015-08-01,118.4,1.71
CD52,2016-11-01,152.8,1.0
CD118,2020-12-01,132.8,1.99
CD4,2020-04-01,97.3,1.97
CD57,2020-11-01,149.6,0.32
CD32,2018-12-01,161.2,1.67
CD38,2018-10-01,109.8,0.08
CD107,2018-05-01,125.2,0.54
CD30,2018-04-01,115.1,1.52
CD87,2012-09-01,110.8,0.42
CD31,2017-02-01,130.7,0.78
CD10,2020-12-01,139.4,1.47
CD87,2012-04-01,136.8,0.67
CD115,2015-12-01,106.9,1.2
CD14,2020-12-01,110.5,0.76
CD4,2020-09-01,145.8,1.01
CD100,2017-10-01,143.7,0.93
CD122,2020-07-01,96.6,0.75
CD140,2015-11-01,124.7,1.24
CD3,2016-01-01,159.0,1.51
CD91,2018-02-01,160.5,0.14
CD60,2018-09-01,95.8,1.4
CD27,2020-10-01,131.1,0.2
CD134,2020-05-01,120.1,1.39
CD80,2017-06-01,105.7,1.1
CD86,2014-09-01,144.9,1.52
CD67,2018-05-01,103.0,1.1
CD86,2017-07-01,149.6,0.69
CD4,2018-05-01,152.8,0.13
CD57,2012-08-01,130.8,0.65
CD93,2012-06-01,102.5,1.9
CD99,2017-05-01,136.9,0.97
CD14,2016-11-01,100.7,1.56
CD16,2015-06-01,149.3,0.18
CD7,2016-10-01,157.7,1.39
CD129,2014-10-01,142.6,1.83
CD35,2016-05-01,129.2,0.84
CD99,2018-06-01,150.0,0.91
CD100,2012-06-01,98.4,0.74
CD100,2016-09-01,128.5,0.24
CD39,2015-07-01,160.1,1.63
CD134,2019-09-01,121.9,0.52
CD4,2020-10-01,92.8,1.39
CD130,2014-09-01,144.7,1.91
CD19,2018-01-01,113.0,1.59
CD130,2016-12-01,158.2,0.5
CD59,2012-04-01,93.7,1.71
CD23,2014-09-01,150.2,1.53
CD98,2014-05-01,127.4,1.67
CD139,2012-13-01,158.8,1.8
CD115,2016-10-01,148.1,1.78
CD6,2019-08-01,95.0,1.94
CD108,2014-11-01,129.3,0.36
CD97,2012-09-01,99.2,1.56
CD43,2015-05-01,137.7,0.8
CD87,2020-12-01,95.4,1.13
CD100,2019-06-01,155.1,1.15
CD5,2017-02-01,92.0,0.97
CD8,2016-11-01,114.6,1.85
CD81,2020-07-01,149.0,1.89
CD28,2019-11-01,133.5,1.93
CD87,2012-06-01,150.5,1.75
CD79,2014-13-01,160.8,0.5
CD30,2020-04-01,148.0,0.77
CD133,2016-08-01,155.2,0.63
CD102,2020-01-01,148.6,0.75
CD37,2017-07-01,121.3,1.68
CD47,2016-07-01,128.9,1.43
CD86,2014-07-01,98.7,1.63
CD65,2018-02-01,119.3,1.06
CD16,2014-12-01,161.2,0.08
CD12,2019-10-01,153.2,0.59
CD137,2018-04-01,158.4,1.23
CD4,2014-06-01,121.7,0.18
CD21,2014-09-01,158.3,1.98
CD86,2017-09-01,102.5,0.86
CD28,2012-04-01,116.3,0.8
CD126,2016-11-01,122.4,0.46
CD54,2019-02-01,124.1,1.09
CD18,2012-12-01,107.9,1.88
CD116,2020-11-01,104.4,1.66
CD138,2019-10-01,132.6,1.76
CD15,2017-08-01,91.7,1.59
CD30,2018-04-01,129.2,0.48
CD79,2012-10-01,141.8,0.93
CD8,2015-02-01,111.3,0.76
CD67,2014-08-01,112.3,0.14
CD85,2012-12-01,108.0,1.07
CD141,2017-02-01,159.7,1.28
CD105,2015-11-01,107.1,0.54
CD62,2018-05-01,140.9,1.97
CD130,2019-07-01,105.4,0.37
CD97,2016-04-01,117.1,1.66
CD89,2017-09-01,150.7,0.62
CD138,2020-12-01,131.3,1.85
CD77,2016-02-01,148.8,0.1
CD77,2020-07-01,98.2,0.16
CD117,2012-07-01,140.2,1.81
CD75,2018-06-01,142.5,1.96
CD16,2012-12-01,124.1,1.89
CD117,2014-12-01,114.4,0.88
CD113,2016-01-01,144.7,1.35
CD115,2020-02-01,145.1,0.23
CD132,2020-01-01,115.4,1.9
CD25,2014-06-01,92.7,1.3
CD4,2012-08-01,119.8,0.09
CD26,2012-08-01,141.1,1.81
CD19,2014-01-01,100.5,0.4
CD23,2018-04-01,92.2,0.37
CD96,2012-11-01,103.9,1.85
CD7,2017-10-01,106.9,0.43
CD67,2013-01-01,97.0,0.92
CD22,2017-10-01,122.6,1.23
CD100,2019-07-01,146.0,1.82
CD120,2014-06-01,113.0,1.91
CD121,2016-01-01,102.2,0.35
CD74,2017-13-01,108.9,0.97
CD120,2020-02-01,153.8,0.19
CD7,2015-12-01,114.5,0.51
CD112,2017-04-01,137.8,1.33
CD5,2015-04-01,100.1,0.15
CD128,2019-08-01,121.8,1.95
CD128,2015-01-01,98.0,0.85
CD107,2017-07-01,119.3,0.65
CD11,2012-11-01,131.8,0.2
CD97,2017-12-01,103.6,0.33
CD38,2017-05-01,150.2,1.56
CD13,2018-13-01,90.1,1.71
CD133,2015-02-01,137.1,0.91
CD79,2018-04-01,114.5,0.43
CD91,2016-01-01,114.9,1.91
CD70,2016-01-01,91.2,1.84
CD105,2018-09-01,125.9,0.77
CD92,2015-07-01,141.2,1.27
CD98,2012-07-01,147.5,1.66
CD27,2016-10-01,141.2,1.64
CD131,2014-01-01,143.3,0.87
CD74,2012-08-01,144.0,0.03
CD3,2015-02-01,113.8,0.84
CD67,2014-11-01,155.7,1.79
CD51,2014-09-01,158.9,0.55
CD45,2014-13-01,137.2,0.98
CD121,2014-02-01,106.0,1.52
CD66,2018-13-01,95.8,0.63
CD46,2017-10-01,91.7,1.23
CD112,2020-11-01,149.5,1.72
CD18,2015-06-01,151.0,0.51
CD41,2012-09-01,143.6,1.24
CD45,2017-13-01,108.8,0.32
CD22,2016-13-01,122.2,0.26
CD87,2020-12-01,91.8,0.71
CD105,2012-09-01,100.4,0.27
CD57,2017-13-01,97.7,1.57
CD141,2019-13-01,94.1,1.68
CD109,2014-10-01,138.8,0.43
CD56,2019-08-01,125.9,1.62
CD24,2017-06-01,116.8,0.84
CD68,2015-08-01,101.1,0.37
