Month-year,CommodityID,Production weight (in million tonnes),Labour_availability,Govt_policy_change,Demand,Cost of production,Climatic factor 1,Climatic factor 2,Maximum price per kg,Minimum support price (in Rs./Quintal)
2012-02-01,CD37,12.93,Low,Yes,Long-run,52638.0,1,1,1072.0,8693
2015-08-01,CD34,61.34,Moderate,No,Low,47827.0,1,0,3581.0,4223
2013-11-01,CD63,6.18,Moderate,No,Very-low,46567.0,1,1,1326.0,5408
2019-06-01,CD86,9.99,Low,Yes,Long-run,30275.0,0,1,4653.0,5445
2014-01-01,CD33,3.87,Low,Yes,Very-low,24577.0,0,1,3795.0,6208
2014-03-01,CD8,67.95,Moderate,Yes,Low,8571.0,0,1,4957.0,1626
2019-10-01,CD61,84.57,Low,No,Short-run,33087.0,0,0,2644.0,5483
2019-02-01,CD95,36.06,Moderate,No,Short-run,87429.0,1,0,5598.0,2852
2017-01-01,CD114,16.47,Moderate,Yes,High,32294.0,0,0,5224.0,6838
2020-12-01,CD34,71.35,Moderate,No,Short-run,17510.0,0,1,710.0,7749
2019-12-01,CD54,17.06,Low,Yes,Very-low,88397.0,1,1,2740.0,8751
2018-10-01,CD1,63.51,Moderate,Yes,High,14607.0,1,1,1847.0,7575
2020-09-01,CD30,42.15,Abundant,Yes,Short-run,90711.0,1,0,3712.0,5962
2015-05-01,CD128,44.28,Low,Yes,Short-run,19006.0,1,1,4886.0,1470
2016-12-01,CD8,22.72,Abundant,No,Long-run,79858.0,0,1,3411.0,8627
2013-11-01,CD39,55.88,Moderate,No,Low,76845.0,0,0,324.0,7085
2012-11-01,CD13,33.98,Low,No,Low,17562.0,1,1,1626.0,2194
2016-09-01,CD23,88.52,Moderate,Yes,High,3839.0,1,0,278.0,2609
2012-05-01,CD29,66.24,Moderate,Yes,Long-run,23605.0,0,1,1054.0,7163
2013-05-01,CD19,63.3,Moderate,Yes,Long-run,57199.0,1,1,2028.0,3703
2018-03-01,CD90,35.07,Abundant,Yes,Short-run,73284.0,0,1,3571.0,2852
2017-10-01,CD24,16.81,Moderate,No,High,5851.0,1,0,955.0,5711
2017-07-01,CD139,61.97,Low,Yes,Long-run,9521.0,1,1,475.0,8931
2015-10-01,CD48,74.83,Moderate,Yes,Short-run,79885.0,1,0,4870.0,8142
2017-01-01,CD2,39.9,Low,No,Very-low,74574.0,1,0,3212.0,4939
2014-12-01,CD112,77.22,Low,Yes,Low,11206.0,1,0,2568.0,4405
2016-02-01,CD54,65.11,Moderate,Yes,Short-run,7762.0,1,0,1166.0,2888
2020-12-01,CD139,86.62,Low,Yes,High,26147.0,0,1,3798.0,5335
2015-02-01,CD113,40.87,Moderate,Yes,Low,65455.0,0,1,1966.0,5635
2017-06-01,CD69,36.41,Abundant,No,Short-run,40031.0,0,1,2743.0,1346
2014-05-01,CD24,29.32,Moderate,No,Long-run,5417.0,1,1,4083.0,7583
2020-10-01,CD8,75.19,Abundant,Yes,Very-low,58159.0,0,0,2498.0,5940
2014-08-01,CD32,89.71,Moderate,No,High,18247.0,1,1,4562.0,1392
2016-08-01,CD50,66.81,Abundant,Yes,Long-run,35955.0,1,1,4990.0,7259
2017-08-01,CD52,71.37,Abundant,Yes,High,80421.0,1,0,4657.0,6120
2018-01-01,CD97,35.45,Moderate,No,Long-run,31805.0,1,0,4605.0,7810
2017-04-01,CD35,30.17,Moderate,No,High,54144.0,1,1,957.0,5337
2014-02-01,CD138,10.71,Low,No,High,26430.0,1,0,380.0,3850
2012-09-01,CD116,32.55,Low,No,Very-low,14716.0,1,1,768.0,5575
2018-10-01,CD114,53.17,Moderate,Yes,Short-run,13076.0,0,0,2591.0,4332
2019-08-01,CD7,31.89,Low,No,High,64850.0,0,1,1803.0,5911
2015-04-01,CD134,87.04,Abundant,No,Very-low,6436.0,1,0,2739.0,7625
2018-08-01,CD113,5.34,Abundant,Yes,High,38474.0,1,1,171.0,3100
2015-11-01,CD58,98.16,Low,No,Low,33294.0,1,1,4273.0,1543
2016-06-01,CD61,84.39,Abundant,Yes,Low,49297.0,1,0,2433.0,5271
2020-02-01,CD141,71.37,Low,Yes,Long-run,38074.0,1,1,4865.0,1448
2015-10-01,CD8,3.99,Moderate,Yes,Long-run,63997.0,1,1,4604.0,5350
2014-03-01,CD61,25.72,Abundant,No,Short-run,82675.0,1,1,4190.0,4604
2019-03-01,CD127,84.82,Low,No,Very-low,13511.0,0,1,2448.0,7117
2020-04-01,CD133,87.1,Moderate,Yes,Short-run,42748.0,1,1,3910.0,7948
2017-06-01,CD20,81.32,Moderate,Yes,Low,64440.0,1,0,1399.0,5523
2020-09-01,CD4,94.8,Abundant,No,High,37004.0,0,0,5313.0,5817
2017-05-01,CD45,3.68,Abundant,No,Very-low,15226.0,0,1,2214.0,5953
2014-12-01,CD51,9.88,Moderate,Yes,Low,21463.0,0,0,4923.0,8608
2013-02-01,CD70,24.61,Moderate,No,Low,90244.0,1,1,142.0,8416
2012-12-01,CD62,98.61,Low,Yes,Very-low,38442.0,0,1,5422.0,7827
2016-08-01,CD142,74.05,Moderate,No,Long-run,12889.0,0,0,3296.0,3940
2016-07-01,CD103,59.1,Abundant,Yes,Low,77746.0,0,1,2979.0,4482
2013-10-01,CD8,47.55,Moderate,Yes,High,22830.0,1,0,402.0,2225
2015-02-01,CD54,72.72,Moderate,No,Low,46025.0,1,0,1140.0,5637
2018-01-01,CD69,22.99,Abundant,Yes,Low,64777.0,1,1,3348.0,7265
2018-04-01,CD83,45.36,Moderate,No,Short-run,63862.0,1,1,3559.0,5932
2019-10-01,CD39,26.26,Abundant,No,High,14725.0,1,1,5267.0,4505
2012-04-01,CD23,73.16,Moderate,No,Very-low,87506.0,0,0,1186.0,7348
2017-06-01,CD67,23.09,Abundant,No,High,34007.0,1,0,2851.0,5877
2015-02-01,CD92,76.05,Abundant,No,Long-run,22220.0,0,0,5054.0,1960
2013-11-01,CD91,99.27,Low,No,Very-low,77191.0,0,1,3243.0,1347
2019-05-01,CD129,59.74,Low,Yes,Low,6653.0,1,0,3600.0,3950
2013-02-01,CD34,0.5,Abundant,No,High,30680.0,0,0,3874.0,2786
2015-08-01,CD121,53.22,Moderate,No,Long-run,64641.0,0,0,2242.0,4885
2020-06-01,CD9,52.34,Abundant,Yes,Very-low,37605.0,0,1,290.0,5962
2019-09-01,CD60,36.71,Moderate,No,Very-low,16390.0,0,0,4820.0,8072
2015-12-01,CD104,48.82,Low,Yes,Very-low,89778.0,0,1,4177.0,2981
2019-08-01,CD4,72.12,Abundant,No,Long-run,49155.0,1,1,1799.0,7702
2020-08-01,CD4,46.32,Moderate,Yes,Very-low,90625.0,0,0,4081.0,8472
2016-05-01,CD87,66.63,Moderate,Yes,Long-run,38233.0,0,0,2053.0,8530
2015-03-01,CD35,98.82,Low,No,High,43196.0,0,0,3519.0,3707
2012-06-01,CD78,1.6,Moderate,No,Long-run,26678.0,1,1,4703.0,1937
2015-08-01,CD61,20.46,Moderate,Yes,High,25224.0,0,1,1155.0,2415
2018-03-01,CD102,71.68,Moderate,Yes,Short-run,67677.0,1,0,5176.0,2113
2018-09-01,CD33,59.88,Abundant,No,Short-run,88146.0,1,1,1647.0,3105
2016-05-01,CD83,12.79,Abundant,No,Very-low,42402.0,0,1,4477.0,5758
2019-03-01,CD114,10.97,Moderate,Yes,High,31272.0,1,0,1247.0,5761
2012-10-01,CD53,34.06,Moderate,Yes,High,21371.0,0,0,2097.0,7645
2015-12-01,CD115,91.03,Low,Yes,Long-run,53030.0,0,1,5452.0,5315
2013-04-01,CD116,62.48,Abundant,No,Short-run,34023.0,0,1,4550.0,2374
2014-04-01,CD30,89.59,Low,No,Very-low,62979.0,1,1,1663.0,1418
2016-02-01,CD133,89.58,Moderate,No,Very-low,10681.0,1,1,4071.0,8738
2015-11-01,CD18,30.26,Low,No,Short-run,34712.0,1,1,4276.0,2823
2015-05-01,CD50,95.79,Abundant,No,Very-low,76233.0,1,0,1266.0,2319
2017-01-01,CD39,23.6,Abundant,No,Very-low,42975.0,0,0,2647.0,3680
2016-05-01,CD141,6.67,Moderate,No,Low,29140.0,0,1,4098.0,5373
2017-09-01,CD55,18.42,Abundant,No,Low,14989.0,0,1,4448.0,7507
2019-02-01,CD15,91.68,Abundant,Yes,Low,30412.0,0,1,4249.0,2505
2014-02-01,CD12,4.17,Moderate,No,Very-low,13284.0,0,0,2368.0,3704
2015-08-01,CD7,91.05,Moderate,No,Short-run,11745.0,0,0,3283.0,5657
2014-04-01,CD62,95.89,Abundant,No,Low,24467.0,0,0,3082.0,5288
2015-06-01,CD45,99.04,Abundant,No,Low,35259.0,1,0,3339.0,3135
2014-10-01,CD75,2.01,Low,Yes,Short-run,18938.0,1,0,4803.0,5265
2017-01-01,CD29,77.63,Abundant,No,Low,47152.0,1,1,3747.0,4260
2019-11-01,CD17,85.17,Low,Yes,High,18812.0,0,1,2994.0,2478
2012-11-01,CD121,9.27,Abundant,No,Very-low,55693.0,1,0,2205.0,2511
2019-08-01,CD129,45.15,Moderate,Yes,Low,31313.0,0,1,3910.0,7591
2015-07-01,CD123,17.33,Low,No,High,7565.0,0,1,4508.0,6347
2015-03-01,CD105,83.03,Abundant,Yes,Long-run,32282.0,0,1,4482.0,6281
2014-10-01,CD116,90.66,Moderate,No,Low,80223.0,1,0,4014.0,5597
2014-07-01,CD108,48.21,Moderate,Yes,Very-low,68119.0,1,1,832.0,6292
2017-12-01,CD141,2.26,Abundant,No,Short-run,79335.0,0,1,159.0,2288
2020-12-01,CD17,99.29,Abundant,Yes,Very-low,83857.0,0,0,4112.0,4529
2014-11-01,CD69,34.95,Moderate,Yes,Long-run,67873.0,0,1,3934.0,3723
2019-12-01,CD46,40.05,Moderate,Yes,Very-low,52556.0,0,0,3211.0,8631
2016-07-01,CD137,95.22,Low,Yes,Short-run,15514.0,0,0,4982.0,4065
2016-04-01,CD114,34.81,Moderate,Yes,Very-low,23218.0,1,1,4009.0,3981
2015-02-01,CD31,10.24,Moderate,Yes,Long-run,24702.0,0,1,2061.0,5976
2013-06-01,CD96,62.23,Abundant,No,High,81460.0,0,0,4766.0,6377
2020-03-01,CD93,11.04,Low,Yes,Very-low,12299.0,0,0,5423.0,1508
2012-11-01,CD63,78.38,Moderate,Yes,Short-run,36722.0,0,0,2798.0,1360
2019-06-01,CD108,8.08,Low,Yes,Very-low,65091.0,0,0,2358.0,3860
2014-04-01,CD49,6.71,Low,No,Very-low,26703.0,0,0,3591.0,5070
2016-02-01,CD74,4.68,Low,Yes,Low,26269.0,1,1,5508.0,3438
2020-04-01,CD93,10.01,Abundant,No,Very-low,14843.0,0,0,1378.0,8793
2012-04-01,CD132,95.69,Low,Yes,High,21440.0,0,0,2816.0,2616
2019-08-01,CD49,31.23,Moderate,Yes,Short-run,86562.0,1,0,2636.0,1798
2018-11-01,CD116,5.94,Abundant,No,Low,88139.0,1,1,5314.0,5709
2015-06-01,CD74,47.37,Low,No,Very-low,71081.0,0,0,247.0,4686
2013-06-01,CD53,59.49,Abundant,No,Short-run,2547.0,0,0,2778.0,5161
2020-10-01,CD47,47.09,Low,Yes,High,35731.0,1,0,4041.0,1857
2012-01-01,CD63,6.47,Low,No,High,9503.0,0,1,1171.0,8064
2018-02-01,CD35,5.76,Moderate,Yes,Long-run,17368.0,0,1,4546.0,8322
2018-06-01,CD38,34.5,Low,No,Short-run,14454.0,1,1,374.0,2260
2016-07-01,CD5,30.08,Abundant,Yes,High,23835.0,1,1,5584.0,7704
2012-12-01,CD112,29.45,Moderate,No,Long-run,41098.0,0,1,4384.0,6087
2019-10-01,CD102,60.63,Low,No,Very-low,13468.0,1,0,3801.0,8012
2014-06-01,CD2,64.74,Low,Yes,Short-run,78556.0,1,0,1046.0,4941
2015-05-01,CD137,51.65,Moderate,Yes,High,10536.0,1,0,843.0,4355
2018-04-01,CD80,40.72,Low,Yes,High,88207.0,0,1,5362.0,7774
2014-09-01,CD127,54.16,Abundant,No,Low,4382.0,1,0,3466.0,6100
2019-09-01,CD63,83.26,Abundant,No,Low,87661.0,0,0,4826.0,7236
2020-11-01,CD6,30.3,Low,Yes,Very-low,5199.0,0,0,635.0,2808
2017-07-01,CD40,39.82,Low,Yes,Low,8389.0,1,0,5526.0,4916
2020-12-01,CD34,94.68,Low,No,Long-run,35716.0,0,0,3020.0,6275
2012-07-01,CD100,10.65,Moderate,No,Short-run,47480.0,0,0,2271.0,8202
2015-06-01,CD86,36.83,Low,No,Long-run,79294.0,0,0,3702.0,3301
2012-06-01,CD16,15.88,Low,No,Long-run,40756.0,1,1,1864.0,4899
2018-05-01,CD24,56.32,Abundant,No,Short-run,91619.0,1,0,4234.0,3118
2012-06-01,CD37,98.83,Abundant,Yes,Low,77579.0,0,1,1284.0,5202
2013-09-01,CD73,8.37,Moderate,No,Very-low,59073.0,0,1,2823.0,8111
2015-06-01,CD106,56.43,Low,Yes,Long-run,16560.0,0,0,1586.0,5603
2016-08-01,CD98,74.19,Moderate,No,Low,73381.0,0,1,4253.0,7922
2013-03-01,CD70,27.02,Moderate,No,Short-run,23342.0,0,1,3207.0,2507
2017-07-01,CD40,74.57,Low,No,High,14596.0,0,0,3720.0,3597
2017-04-01,CD6,63.96,Abundant,Yes,High,88636.0,0,0,2494.0,2471
2017-05-01,CD109,55.84,Abundant,No,Very-low,25390.0,1,1,3876.0,4749
2012-01-01,CD30,51.79,Moderate,Yes,Long-run,12489.0,1,0,1425.0,7658
2017-01-01,CD79,60.27,Abundant,No,High,51199.0,0,1,1290.0,3686
2018-05-01,CD39,96.61,Low,No,High,2134.0,0,0,4276.0,1568
2015-03-01,CD5,2.6,Abundant,No,Short-run,62289.0,0,1,4107.0,1962
2015-06-01,CD78,36.67,Moderate,No,Long-run,77218.0,0,1,4323.0,8944
2015-01-01,CD87,98.72,Low,No,Very-low,65655.0,1,1,2731.0,5084
2016-07-01,CD45,44.28,Moderate,Yes,Long-run,45042.0,1,1,3801.0,8900
2014-01-01,CD124,43.87,Low,No,Short-run,16298.0,1,0,5388.0,5305
2017-03-01,CD64,1.4,Moderate,Yes,High,52993.0,0,1,4372.0,2903
2016-01-01,CD3,84.03,Low,No,High,57917.0,1,0,3913.0,2131
2020-07-01,CD68,92.1,Low,Yes,High,39105.0,1,0,347.0,5036
2014-03-01,CD2,56.57,Moderate,Yes,Long-run,2903.0,1,0,2135.0,7403
2019-03-01,CD106,44.37,Abundant,Yes,Short-run,79731.0,0,1,2731.0,7214
2012-04-01,CD129,99.49,Low,No,Long-run,33950.0,0,1,1418.0,2536
2017-11-01,CD43,37.55,Moderate,Yes,Short-run,68431.0,1,0,5037.0,7053
2012-07-01,CD91,23.43,Moderate,No,Short-run,40993.0,0,0,2443.0,2709
2015-11-01,CD20,41.43,Moderate,No,High,20732.0,1,1,1630.0,3655
2014-09-01,CD83,91.14,Low,Yes,Long-run,68064.0,1,0,3530.0,3177
2012-02-01,CD105,95.19,Low,No,Long-run,69942.0,0,0,1242.0,8360
2013-10-01,CD106,41.29,Abundant,Yes,Low,21417.0,0,1,5284.0,5350
2013-09-01,CD24,69.56,Moderate,No,Short-run,52758.0,0,1,1458.0,1682
2016-04-01,CD15,94.33,Low,Yes,Very-low,34309.0,1,0,626.0,2422
2012-12-01,CD93,94.93,Abundant,No,Very-low,88330.0,1,0,4208.0,6578
2012-04-01,CD14,76.61,Low,Yes,Low,82802.0,0,0,4961.0,4191
2013-06-01,CD96,98.16,Moderate,Yes,Low,54544.0,1,0,2905.0,8037
2013-02-01,CD32,53.44,Moderate,Yes,Long-run,19407.0,1,0,1581.0,8270
2014-08-01,CD89,13.29,Moderate,Yes,Low,48148.0,1,1,3067.0,7539
2014-10-01,CD44,70.67,Abundant,No,High,1801.0,0,0,2964.0,5868
2020-02-01,CD94,27.62,Moderate,Yes,Short-run,78000.0,1,0,434.0,2903
2017-10-01,CD124,84.48,Moderate,No,Long-run,76962.0,1,1,923.0,6453
2015-04-01,CD142,59.6,Abundant,No,Low,53633.0,0,1,1475.0,5160
2014-11-01,CD105,95.04,Low,Yes,Long-run,21390.0,0,1,2713.0,6162
2012-05-01,CD51,14.25,Low,Yes,Low,74860.0,0,0,2128.0,7867
2014-07-01,CD109,49.69,Low,Yes,Short-run,17115.0,1,1,1050.0,8208
2016-05-01,CD137,96.51,Low,No,Very-low,75578.0,1,0,2778.0,7544
2018-02-01,CD115,31.24,Moderate,Yes,High,36077.0,0,1,5101.0,6306
2020-10-01,CD20,50.35,Abundant,Yes,Low,36140.0,0,0,4719.0,4398
2016-02-01,CD63,78.32,Low,Yes,Long-run,73642.0,1,1,3809.0,4368
2020-12-01,CD112,27.67,Abundant,No,Low,66162.0,1,0,3314.0,7147
2018-08-01,CD27,84.44,Low,Yes,Very-low,27715.0,0,0,5324.0,2274
2012-02-01,CD124,81.07,Low,Yes,Long-run,44724.0,1,0,881.0,1461
2013-02-01,CD56,68.43,Moderate,Yes,Very-low,70845.0,1,1,2213.0,5781
2016-04-01,CD70,32.88,Low,Yes,Very-low,69226.0,1,1,1989.0,1842
2015-10-01,CD104,33.94,Abundant,Yes,Low,83051.0,1,1,4573.0,3957
2015-04-01,CD51,66.96,Low,No,High,49137.0,0,1,3866.0,4509
2020-09-01,CD59,60.67,Abundant,No,Low,48673.0,0,1,4775.0,6973
2015-04-01,CD11,10.73,Abundant,No,High,33992.0,1,1,2453.0,6508
2013-02-01,CD110,11.88,Low,Yes,Short-run,14489.0,0,1,2917.0,1620
2014-04-01,CD79,1.93,Abundant,No,Low,59034.0,1,1,1953.0,3526
2019-12-01,CD73,92.16,Moderate,Yes,Long-run,1574.0,1,0,62.0,1789
2012-10-01,CD58,39.42,Moderate,Yes,Low,83594.0,0,0,2830.0,7062
2013-11-01,CD125,72.74,Abundant,No,Low,54111.0,1,1,3187.0,2354
2017-05-01,CD9,31.28,Low,Yes,Very-low,77481.0,1,1,5124.0,1747
2015-03-01,CD96,85.01,Moderate,Yes,Low,41880.0,1,0,3564.0,5100
2020-09-01,CD134,10.07,Abundant,Yes,Very-low,49858.0,0,1,1197.0,8082
2015-09-01,CD87,26.0,Low,Yes,High,38220.0,1,1,1617.0,2778
2019-01-01,CD129,16.62,Low,Yes,High,12175.0,1,1,3266.0,4169
2018-04-01,CD13,73.2,Low,Yes,Short-run,18229.0,0,1,4677.0,1639
2017-06-01,CD39,44.2,Abundant,Yes,Short-run,28656.0,1,0,3583.0,6879
2015-10-01,CD5,80.09,Moderate,Yes,Short-run,46684.0,1,1,4087.0,8395
2017-04-01,CD4,26.82,Moderate,No,Long-run,74217.0,1,1,3341.0,2732
2020-08-01,CD46,76.69,Low,No,Short-run,85641.0,0,1,4595.0,4366
2017-03-01,CD97,77.72,Abundant,No,Long-run,17730.0,1,0,1952.0,5311
2020-10-01,CD51,55.33,Abundant,Yes,Short-run,77445.0,1,1,2738.0,1937
2020-03-01,CD140,4.91,Moderate,No,High,20548.0,1,0,1272.0,7720
2017-05-01,CD86,44.49,Abundant,No,Long-run,34974.0,0,1,3591.0,5962
2017-03-01,CD97,46.33,Moderate,No,High,64495.0,0,0,2609.0,2994
2018-04-01,CD114,57.87,Abundant,Yes,High,22782.0,1,1,3601.0,7720
2012-09-01,CD8,73.73,Moderate,Yes,Low,69794.0,0,1,2240.0,7747
2018-09-01,CD121,19.69,Abundant,No,Very-low,42505.0,1,0,1084.0,3223
2012-04-01,CD29,16.01,Low,Yes,Long-run,66125.0,0,1,4485.0,6142
2013-02-01,CD77,84.18,Moderate,No,Low,71801.0,1,0,4873.0,7172
2013-08-01,CD103,51.63,Low,No,Low,29755.0,1,0,1515.0,6442
2014-12-01,CD18,0.37,Moderate,No,Very-low,14998.0,0,1,4456.0,5076
2014-01-01,CD71,38.68,Abundant,No,Long-run,52482.0,0,1,2008.0,3310
2013-12-01,CD140,32.61,Abundant,Yes,Low,24945.0,0,0,2313.0,1559
2016-06-01,CD42,34.87,Abundant,Yes,Low,60202.0,1,1,1511.0,4286
2013-10-01,CD131,17.41,Low,No,Long-run,47006.0,0,1,4552.0,8122
2015-02-01,CD32,11.77,Moderate,Yes,Long-run,80248.0,0,1,538.0,6029
2019-06-01,CD138,62.76,Abundant,No,Low,81765.0,1,1,604.0,1758
2020-08-01,CD119,24.03,Abundant,Yes,Very-low,54416.0,0,1,5344.0,3177
2020-01-01,CD107,13.07,Abundant,No,High,51550.0,1,0,1642.0,2682
2020-12-01,CD38,62.5,Moderate,Yes,Low,41377.0,0,1,884.0,8412
2018-02-01,CD58,22.32,Low,No,Very-low,25836.0,0,1,4632.0,6891
2017-07-01,CD85,80.88,Low,Yes,Long-run,11904.0,0,1,3024.0,5915
2013-02-01,CD51,20.55,Abundant,Yes,High,15596.0,0,1,3449.0,5229
2019-09-01,CD85,14.25,Moderate,Yes,Long-run,42916.0,1,1,382.0,2964
2016-11-01,CD9,28.3,Low,Yes,Short-run,90488.0,1,0,4370.0,3771
2016-08-01,CD50,2.43,Low,Yes,Short-run,83363.0,0,1,4058.0,4103
2015-02-01,CD20,8.11,Moderate,Yes,High,88983.0,0,1,4243.0,7136
2018-07-01,CD124,51.21,Low,No,Short-run,70205.0,1,0,1328.0,3067
2013-01-01,CD54,81.18,Abundant,No,High,27251.0,0,0,607.0,3140
2020-11-01,CD39,43.73,Abundant,Yes,Short-run,3924.0,1,1,3565.0,6831
2019-06-01,CD66,32.0,Low,Yes,High,24167.0,0,1,711.0,2864
2017-12-01,CD96,95.52,Abundant,No,Short-run,62156.0,1,1,3412.0,8351
2014-12-01,CD56,72.89,Abundant,No,Short-run,27098.0,1,0,4818.0,1506
2018-04-01,CD53,50.92,Low,No,Low,90304.0,0,1,2366.0,3811
2017-12-01,CD90,78.36,Abundant,Yes,Very-low,83635.0,0,1,3016.0,7248
2016-01-01,CD103,18.72,Low,Yes,Short-run,71917.0,0,0,4372.0,5367
2019-06-01,CD9,55.84,Moderate,Yes,Long-run,82676.0,1,0,651.0,6993
2012-07-01,CD65,18.96,Abundant,Yes,Short-run,35758.0,1,0,3804.0,5107
2020-12-01,CD79,21.08,Abundant,No,Low,24126.0,1,0,570.0,8585
2013-07-01,CD131,44.17,Moderate,No,Very-low,20714.0,1,0,794.0,3226
2013-12-01,CD37,79.0,Moderate,Yes,Low,91054.0,1,1,4059.0,2263
2015-02-01,CD90,47.99,Abundant,No,High,9737.0,0,1,4027.0,7555
2012-05-01,CD4,34.99,Moderate,Yes,Long-run,77420.0,0,1,2632.0,6329
2015-10-01,CD117,68.41,Abundant,Yes,Low,63425.0,1,1,4213.0,1657
2012-09-01,CD7,80.18,Moderate,Yes,Short-run,78196.0,1,1,361.0,4286
2019-08-01,CD122,38.95,Moderate,Yes,Low,28422.0,0,1,1370.0,2237
2020-12-01,CD66,93.45,Abundant,Yes,Short-run,87197.0,0,0,3471.0,1938
2014-08-01,CD48,95.45,Abundant,No,Short-run,18654.0,1,1,1248.0,2408
2019-05-01,CD134,68.17,Moderate,No,Short-run,60460.0,1,1,2296.0,7648
2014-02-01,CD141,84.42,Moderate,Yes,Low,10394.0,0,1,2870.0,6890
2017-05-01,CD43,36.54,Low,No,Short-run,80650.0,0,1,4312.0,3868
2019-05-01,CD126,53.77,Moderate,Yes,Very-low,15045.0,0,1,4279.0,8421
2017-10-01,CD49,3.06,Low,No,High,26456.0,0,0,2092.0,7989
2020-02-01,CD118,47.52,Low,No,Long-run,6023.0,0,0,82.0,8393
2014-06-01,CD77,88.25,Low,Yes,High,33234.0,1,1,4463.0,8798
2018-11-01,CD61,55.74,Abundant,Yes,Low,68764.0,1,0,576.0,2994
2018-04-01,CD115,67.07,Low,No,Very-low,42282.0,1,1,5511.0,6077
2019-03-01,CD91,55.07,Moderate,No,Low,35133.0,1,0,323.0,5840
2012-04-01,CD125,97.84,Moderate,Yes,Long-run,37166.0,0,1,2744.0,1985
2012-05-01,CD91,94.8,Low,No,Low,62012.0,1,1,2990.0,8267
2020-04-01,CD41,36.18,Abundant,No,Very-low,68691.0,1,1,3997.0,5003
2016-09-01,CD13,7.58,Abundant,No,Very-low,45491.0,1,1,3445.0,6169
2017-10-01,CD23,44.75,Low,No,Long-run,70155.0,1,1,4168.0,3658
2014-10-01,CD71,22.06,Abundant,No,Long-run,22926.0,0,0,2105.0,5079
2014-07-01,CD27,59.07,Low,No,Long-run,27274.0,0,0,2988.0,4873
2015-09-01,CD85,28.99,Low,Yes,High,76094.0,0,0,3588.0,8185
2013-12-01,CD74,5.88,Low,No,Short-run,62140.0,0,0,2855.0,4205
2013-08-01,CD19,83.16,Abundant,Yes,High,33483.0,0,0,543.0,2840
2018-02-01,CD104,25.35,Low,No,Low,68680.0,1,0,676.0,5043
2014-01-01,CD91,78.2,Moderate,No,Low,41457.0,1,0,122.0,1349
2012-02-01,CD96,61.38,Abundant,Yes,Low,7984.0,1,1,4998.0,7844
2013-06-01,CD118,80.45,Moderate,No,Short-run,52952.0,1,0,1898.0,3380
2015-09-01,CD119,42.63,Abundant,Yes,Short-run,49464.0,0,1,4684.0,2833
2018-11-01,CD101,90.89,Abundant,No,Low,61036.0,0,0,4915.0,4082
2019-01-01,CD94,64.68,Moderate,No,Short-run,3331.0,1,1,526.0,7295
2017-11-01,CD72,44.34,Moderate,No,Long-run,25188.0,1,1,1692.0,6052
2012-08-01,CD128,61.1,Low,No,Short-run,31396.0,1,1,1167.0,8988
2014-04-01,CD66,69.25,Abundant,Yes,Short-run,48890.0,0,0,3186.0,7982
2015-02-01,CD25,9.95,Moderate,Yes,Short-run,20889.0,0,0,1532.0,8794
2020-02-01,CD2,97.54,Moderate,No,Low,61761.0,0,1,2298.0,1824
2012-04-01,CD85,39.89,Moderate,Yes,Very-low,7843.0,1,0,1179.0,1527
2016-10-01,CD37,11.56,Low,No,Very-low,42730.0,1,1,4890.0,1679
2013-07-01,CD24,60.13,Moderate,Yes,High,24675.0,1,1,458.0,2947
2019-01-01,CD85,75.05,Abundant,No,Short-run,52211.0,0,1,4638.0,4415
2016-12-01,CD107,39.66,Abundant,No,Very-low,68702.0,1,1,1130.0,5345
2013-03-01,CD88,97.21,Moderate,Yes,Low,13301.0,1,1,1118.0,6280
2014-09-01,CD75,77.2,Moderate,No,High,5462.0,1,1,700.0,4171
2016-11-01,CD84,20.35,Abundant,Yes,High,49594.0,1,0,1907.0,6689
2012-12-01,CD82,29.23,Low,No,Very-low,42863.0,1,1,5511.0,7973
2013-08-01,CD139,91.8,Moderate,Yes,Very-low,80359.0,1,1,5515.0,7482
2017-04-01,CD71,21.53,Abundant,Yes,High,32654.0,1,1,1528.0,3301
2014-10-01,CD101,47.7,Moderate,No,High,47856.0,0,1,806.0,6911
2014-04-01,CD33,59.81,Low,No,Long-run,9914.0,0,1,4324.0,3585
2012-07-01,CD40,1.54,Moderate,No,High,68998.0,1,1,5324.0,6410
2018-03-01,CD49,98.4,Moderate,Yes,Low,27780.0,0,0,5402.0,5512
2018-04-01,CD107,21.81,Low,Yes,Very-low,72474.0,0,1,2588.0,3669
2018-08-01,CD142,78.77,Moderate,Yes,Low,30366.0,0,0,429.0,6195
2016-06-01,CD77,59.14,Low,Yes,Low,8139.0,1,1,2178.0,8402
2017-06-01,CD25,45.19,Moderate,Yes,Very-low,81035.0,0,0,2828.0,7800
2018-08-01,CD49,27.57,Low,Yes,Short-run,48828.0,1,0,4822.0,4547
2016-09-01,CD18,12.96,Abundant,Yes,High,39850.0,1,0,169.0,2427
2017-05-01,CD80,7.71,Moderate,Yes,Low,19655.0,0,1,2983.0,1839
2016-02-01,CD65,5.44,Abundant,No,Very-low,17792.0,0,1,2621.0,3239
2015-05-01,CD132,41.14,Abundant,No,Long-run,60536.0,0,0,305.0,4307
2014-06-01,CD142,35.62,Moderate,No,Low,39119.0,1,1,228.0,2455
